总编号,是否循环,位置参数1,图片索引,滞留时间,列1,列2,行1,行2,文件编号,未知参数2,文件路径
2714,0,0,0,10,0.284,0.398,0.924,0.994,0,13,UI\UIP5\ccpt@
2715,0,0,0,10,0.000,0.969,0.000,0.837,0,17,UI\UIP5\SmallMap@
2716,0,0,0,10,0.820,0.990,0.838,0.889,0,13,UI\UIP5\ccpt@
2717,0,0,0,10,0.967,0.995,0.723,0.773,0,13,UI\UIP5\ccpt@
2718,0,0,0,10,0.967,0.995,0.773,0.824,0,13,UI\UIP5\ccpt@
2719,0,0,0,10,0.000,0.361,0.499,1.000,0,18,UI\Pal5Mod\Bigpic@
2720,0,0,0,10,0.000,0.361,0.000,0.499,0,18,UI\Pal5Mod\Bigpic@
2721,1,0,0,33,0.750,0.813,0.500,0.750,0,17,UI\UIP5\button01@
2722,1,0,0,33,0.000,0.063,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,1,33,0.063,0.125,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,2,33,0.125,0.188,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,3,33,0.188,0.250,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,4,33,0.250,0.313,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,5,33,0.313,0.375,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,6,33,0.375,0.438,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,7,33,0.438,0.500,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,8,33,0.500,0.563,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,9,33,0.563,0.625,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,10,33,0.625,0.688,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,11,33,0.688,0.750,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,12,33,0.750,0.813,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,13,33,0.813,0.875,0.000,0.250,0,17,UI\UIP5\button01@
2722,1,0,14,33,0.875,0.938,0.000,0.250,0,17,UI\UIP5\button01@
2723,1,0,0,33,0.938,1.000,0.000,0.250,0,17,UI\UIP5\button01@
2723,1,0,1,33,0.000,0.063,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,2,33,0.063,0.125,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,3,33,0.125,0.188,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,4,33,0.188,0.250,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,5,33,0.250,0.313,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,6,33,0.313,0.375,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,7,33,0.375,0.438,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,8,33,0.438,0.500,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,9,33,0.500,0.563,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,10,33,0.563,0.625,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,11,33,0.625,0.688,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,12,33,0.688,0.750,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,13,33,0.750,0.813,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,14,33,0.813,0.875,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,15,33,0.875,0.938,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,16,33,0.938,1.000,0.250,0.500,0,17,UI\UIP5\button01@
2723,1,0,17,33,0.000,0.063,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,18,33,0.063,0.125,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,19,33,0.125,0.188,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,20,33,0.188,0.250,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,21,33,0.250,0.313,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,22,33,0.313,0.375,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,23,33,0.375,0.438,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,24,33,0.438,0.500,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,25,33,0.500,0.563,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,26,33,0.563,0.625,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,27,33,0.625,0.688,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,28,33,0.688,0.750,0.500,0.750,0,17,UI\UIP5\button01@
2723,1,0,29,33,0.750,0.813,0.500,0.750,0,17,UI\UIP5\button01@
2724,0,0,0,10,0.875,0.938,0.000,0.250,0,17,UI\UIP5\button01@
2725,0,0,0,10,0.000,0.250,0.000,0.125,0,20,UI\UIP5\changjingMC@
2726,0,0,0,10,0.250,0.500,0.000,0.125,0,20,UI\UIP5\changjingMC@
2727,0,0,0,10,0.500,0.750,0.000,0.125,0,20,UI\UIP5\changjingMC@
2728,0,0,0,10,0.750,1.000,0.000,0.125,0,20,UI\UIP5\changjingMC@
2729,0,0,0,10,0.000,0.250,0.125,0.250,0,20,UI\UIP5\changjingMC@
2730,0,0,0,10,0.250,0.500,0.125,0.250,0,20,UI\UIP5\changjingMC@
2731,0,0,0,10,0.500,0.750,0.125,0.250,0,20,UI\UIP5\changjingMC@
2732,0,0,0,10,0.750,1.000,0.125,0.250,0,20,UI\UIP5\changjingMC@
2733,0,0,0,10,0.000,0.250,0.250,0.375,0,20,UI\UIP5\changjingMC@
2734,0,0,0,10,0.250,0.500,0.250,0.375,0,20,UI\UIP5\changjingMC@
2735,0,0,0,10,0.500,0.750,0.250,0.375,0,20,UI\UIP5\changjingMC@
2736,0,0,0,10,0.750,1.000,0.250,0.375,0,20,UI\UIP5\changjingMC@
2737,0,0,0,10,0.000,0.250,0.375,0.500,0,20,UI\UIP5\changjingMC@
2738,0,0,0,10,0.250,0.500,0.375,0.500,0,20,UI\UIP5\changjingMC@
2739,0,0,0,10,0.500,0.750,0.375,0.500,0,20,UI\UIP5\changjingMC@
2740,0,0,0,10,0.750,1.000,0.375,0.500,0,20,UI\UIP5\changjingMC@
2741,0,0,0,10,0.000,0.250,0.500,0.625,0,20,UI\UIP5\changjingMC@
2742,0,0,0,10,0.250,0.500,0.500,0.625,0,20,UI\UIP5\changjingMC@
2743,0,0,0,10,0.500,0.750,0.500,0.625,0,20,UI\UIP5\changjingMC@
2744,0,0,0,10,0.750,1.000,0.500,0.625,0,20,UI\UIP5\changjingMC@
2745,0,0,0,10,0.000,0.250,0.625,0.750,0,20,UI\UIP5\changjingMC@
2746,0,0,0,10,0.250,0.500,0.625,0.750,0,20,UI\UIP5\changjingMC@
2747,0,0,0,10,0.500,0.750,0.625,0.750,0,20,UI\UIP5\changjingMC@
2748,0,0,0,10,0.750,1.000,0.625,0.750,0,20,UI\UIP5\changjingMC@
2749,0,0,0,10,0.000,0.250,0.750,0.875,0,20,UI\UIP5\changjingMC@
2750,0,0,0,10,0.250,0.500,0.750,0.875,0,20,UI\UIP5\changjingMC@
2751,0,0,0,10,0.500,0.750,0.750,0.875,0,20,UI\UIP5\changjingMC@
2752,0,0,0,10,0.750,1.000,0.750,0.875,0,20,UI\UIP5\changjingMC@
2753,0,0,0,10,0.000,0.250,0.875,1.000,0,20,UI\UIP5\changjingMC@
2754,0,0,0,10,0.250,0.500,0.875,1.000,0,20,UI\UIP5\changjingMC@
2755,0,0,0,10,0.500,0.750,0.875,1.000,0,20,UI\UIP5\changjingMC@
2756,0,0,0,10,0.750,1.000,0.875,1.000,0,20,UI\UIP5\changjingMC@
2757,0,0,0,10,0.000,0.500,0.586,0.711,0,19,UI\UIP5\changjingF@
2758,0,0,0,10,0.500,1.000,0.586,0.711,0,19,UI\UIP5\changjingF@
2759,0,0,0,10,0.500,1.000,0.500,0.563,0,19,UI\UIP5\changjingF@
2760,0,0,0,10,0.000,0.500,0.063,0.125,0,19,UI\UIP5\changjingF@
2761,0,0,0,10,0.000,0.500,0.500,0.563,0,19,UI\UIP5\changjingF@
2762,0,0,0,10,0.500,1.000,0.063,0.125,0,19,UI\UIP5\changjingF@
2763,0,0,0,10,0.500,1.000,0.000,0.063,0,19,UI\UIP5\changjingF@
2764,0,0,0,10,0.500,1.000,0.438,0.500,0,19,UI\UIP5\changjingF@
2765,0,0,0,10,0.000,0.500,0.438,0.500,0,19,UI\UIP5\changjingF@
2766,0,0,0,10,0.500,1.000,0.375,0.438,0,19,UI\UIP5\changjingF@
2768,0,0,0,10,0.000,0.500,0.375,0.438,0,19,UI\UIP5\changjingF@
2769,0,0,0,10,0.500,1.000,0.313,0.375,0,19,UI\UIP5\changjingF@
2770,0,0,0,10,0.000,0.500,0.000,0.063,0,19,UI\UIP5\changjingF@
2771,0,0,0,10,0.000,0.500,0.313,0.375,0,19,UI\UIP5\changjingF@
2772,0,0,0,10,0.500,1.000,0.250,0.313,0,19,UI\UIP5\changjingF@
2773,0,0,0,10,0.000,0.500,0.250,0.313,0,19,UI\UIP5\changjingF@
2774,0,0,0,10,0.500,1.000,0.188,0.250,0,19,UI\UIP5\changjingF@
2775,0,0,0,10,0.000,0.500,0.188,0.250,0,19,UI\UIP5\changjingF@
2776,0,0,0,10,0.500,1.000,0.125,0.188,0,19,UI\UIP5\changjingF@
2777,0,0,0,10,0.000,0.500,0.125,0.188,0,19,UI\UIP5\changjingF@
2778,0,0,0,10,0.215,0.252,0.773,0.826,0,13,UI\UIP5\ccpt@
2779,0,0,0,60,0.000,0.160,0.641,0.801,0,16,UI\UIP5\MainMenu
2779,0,0,1,60,0.160,0.320,0.641,0.801,0,16,UI\UIP5\MainMenu
2779,0,0,2,60,0.320,0.480,0.641,0.801,0,16,UI\UIP5\MainMenu
2779,0,0,3,60,0.160,0.320,0.641,0.801,0,16,UI\UIP5\MainMenu
2779,0,0,4,60,0.000,0.160,0.641,0.801,0,16,UI\UIP5\MainMenu
2779,0,0,5,60,0.480,0.641,0.641,0.801,0,16,UI\UIP5\MainMenu
2780,0,0,0,33,0.563,0.625,0.250,0.500,0,17,UI\UIP5\button02@
2781,1,0,0,33,0.813,0.875,0.500,0.750,0,17,UI\UIP5\button01@
2781,1,0,1,33,0.875,0.938,0.500,0.750,0,17,UI\UIP5\button01@
2781,1,0,2,33,0.938,1.000,0.500,0.750,0,17,UI\UIP5\button01@
2781,1,0,3,33,0.000,0.063,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,4,33,0.063,0.125,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,5,33,0.125,0.188,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,6,33,0.188,0.250,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,7,33,0.250,0.313,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,8,33,0.313,0.375,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,9,33,0.375,0.438,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,10,33,0.438,0.500,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,11,33,0.500,0.563,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,12,33,0.563,0.625,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,13,33,0.625,0.688,0.750,1.000,0,17,UI\UIP5\button01@
2781,1,0,14,33,0.688,0.750,0.750,1.000,1,,
2782,1,0,0,33,0.750,0.813,0.750,1.000,0,17,UI\UIP5\button02@
2782,1,0,1,33,0.813,0.875,0.750,1.000,0,17,UI\UIP5\button02@
2782,1,0,2,33,0.875,0.938,0.750,1.000,0,17,UI\UIP5\button02@
2782,1,0,3,33,0.938,1.000,0.750,1.000,0,17,UI\UIP5\button02@
2782,1,0,4,33,0.000,0.063,0.000,0.250,1,,
2782,1,0,5,33,0.063,0.125,0.000,0.250,1,,
2782,1,0,6,33,0.125,0.188,0.000,0.250,1,,
2782,1,0,7,33,0.188,0.250,0.000,0.250,1,,
2782,1,0,8,33,0.250,0.313,0.000,0.250,1,,
2782,1,0,9,33,0.313,0.375,0.000,0.250,1,,
2782,1,0,10,33,0.375,0.438,0.000,0.250,1,,
2782,1,0,11,33,0.438,0.500,0.000,0.250,1,,
2782,1,0,12,33,0.500,0.563,0.000,0.250,1,,
2782,1,0,13,33,0.563,0.625,0.000,0.250,1,,
2782,1,0,14,33,0.625,0.688,0.000,0.250,1,,
2782,1,0,15,33,0.688,0.750,0.000,0.250,1,,
2782,1,0,16,33,0.750,0.813,0.000,0.250,1,,
2782,1,0,17,33,0.813,0.875,0.000,0.250,1,,
2782,1,0,18,33,0.875,0.938,0.000,0.250,1,,
2782,1,0,19,33,0.938,1.000,0.000,0.250,1,,
2782,1,0,20,33,0.000,0.063,0.250,0.500,1,,
2782,1,0,21,33,0.063,0.125,0.250,0.500,1,,
2782,1,0,22,33,0.125,0.188,0.250,0.500,1,,
2782,1,0,23,33,0.188,0.250,0.250,0.500,1,,
2782,1,0,24,33,0.250,0.313,0.250,0.500,1,,
2782,1,0,25,33,0.313,0.375,0.250,0.500,1,,
2782,1,0,26,33,0.375,0.438,0.250,0.500,1,,
2782,1,0,27,33,0.438,0.500,0.250,0.500,1,,
2782,1,0,28,33,0.500,0.563,0.250,0.500,1,,
2782,1,0,29,33,0.563,0.625,0.250,0.500,1,,
2783,0,0,0,10,0.688,0.750,0.750,1.000,0,17,UI\UIP5\button01@
2784,1,0,0,33,0.375,0.438,0.000,0.250,0,17,UI\UIP5\button03@
2785,1,0,0,33,0.625,0.688,0.250,0.500,0,17,UI\UIP5\button02@
2785,1,0,1,33,0.688,0.750,0.250,0.500,0,17,UI\UIP5\button02@
2785,1,0,2,33,0.750,0.813,0.250,0.500,0,17,UI\UIP5\button02@
2785,1,0,3,33,0.813,0.875,0.250,0.500,0,17,UI\UIP5\button02@
2785,1,0,4,33,0.875,0.938,0.250,0.500,0,17,UI\UIP5\button02@
2785,1,0,5,33,0.938,1.000,0.250,0.500,0,17,UI\UIP5\button02@
2785,1,0,6,33,0.000,0.063,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,7,33,0.063,0.125,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,8,33,0.125,0.188,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,9,33,0.188,0.250,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,10,33,0.250,0.313,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,11,33,0.313,0.375,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,12,33,0.375,0.438,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,13,33,0.438,0.500,0.500,0.750,0,17,UI\UIP5\button02@
2785,1,0,14,33,0.500,0.563,0.500,0.750,0,17,UI\UIP5\button02@
2786,1,0,0,33,0.563,0.625,0.500,0.750,0,17,UI\UIP5\button03@
2786,1,0,1,33,0.625,0.688,0.500,0.750,0,17,UI\UIP5\button03@
2786,1,0,2,33,0.688,0.750,0.500,0.750,0,17,UI\UIP5\button03@
2786,1,0,3,33,0.750,0.813,0.500,0.750,0,17,UI\UIP5\button03@
2786,1,0,4,33,0.813,0.875,0.500,0.750,0,17,UI\UIP5\button03@
2786,1,0,5,33,0.875,0.938,0.500,0.750,0,17,UI\UIP5\button03@
2786,1,0,6,33,0.938,1.000,0.500,0.750,0,17,UI\UIP5\button03@
2786,1,0,7,33,0.000,0.063,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,8,33,0.063,0.125,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,9,33,0.125,0.188,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,10,33,0.188,0.250,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,11,33,0.250,0.313,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,12,33,0.313,0.375,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,13,33,0.375,0.438,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,14,33,0.438,0.500,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,15,33,0.500,0.563,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,16,33,0.563,0.625,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,17,33,0.625,0.688,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,18,33,0.688,0.750,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,19,33,0.750,0.813,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,20,33,0.813,0.875,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,21,33,0.875,0.938,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,22,33,0.938,1.000,0.750,1.000,0,17,UI\UIP5\button03@
2786,1,0,23,33,0.000,0.063,0.000,0.250,1,,
2786,1,0,24,33,0.063,0.125,0.000,0.250,1,,
2786,1,0,25,33,0.125,0.188,0.000,0.250,1,,
2786,1,0,26,33,0.188,0.250,0.000,0.250,1,,
2786,1,0,27,33,0.250,0.313,0.000,0.250,1,,
2786,1,0,28,33,0.313,0.375,0.000,0.250,1,,
2786,1,0,29,33,0.375,0.438,0.000,0.250,1,,
2787,1,0,0,10,0.500,0.563,0.500,0.750,0,17,UI\UIP5\button02@
2788,1,0,0,33,0.188,0.250,0.750,1.000,0,17,UI\UIP5\button03@
2789,1,0,0,33,0.438,0.500,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,1,33,0.500,0.563,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,2,33,0.563,0.625,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,3,33,0.625,0.688,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,4,33,0.688,0.750,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,5,33,0.750,0.813,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,6,33,0.813,0.875,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,7,33,0.875,0.938,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,8,33,0.938,1.000,0.000,0.250,0,17,UI\UIP5\button03@
2789,1,0,9,33,0.000,0.063,0.250,0.500,0,17,UI\UIP5\button03@
2789,1,0,10,33,0.063,0.125,0.250,0.500,0,17,UI\UIP5\button03@
2789,1,0,11,33,0.125,0.188,0.250,0.500,0,17,UI\UIP5\button03@
2789,1,0,12,33,0.188,0.250,0.250,0.500,0,17,UI\UIP5\button03@
2789,1,0,13,33,0.250,0.313,0.250,0.500,0,17,UI\UIP5\button03@
2789,1,0,14,33,0.313,0.375,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,0,33,0.375,0.438,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,1,33,0.438,0.500,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,2,33,0.500,0.563,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,3,33,0.563,0.625,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,4,33,0.625,0.688,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,5,33,0.688,0.750,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,6,33,0.750,0.813,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,7,33,0.813,0.875,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,8,33,0.875,0.938,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,9,33,0.938,1.000,0.250,0.500,0,17,UI\UIP5\button03@
2790,1,0,10,33,0.000,0.063,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,11,33,0.063,0.125,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,12,33,0.125,0.188,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,13,33,0.188,0.250,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,14,33,0.250,0.313,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,15,33,0.313,0.375,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,16,33,0.375,0.438,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,17,33,0.438,0.500,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,18,33,0.500,0.563,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,19,33,0.563,0.625,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,20,33,0.500,0.563,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,21,33,0.625,0.688,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,22,33,0.688,0.750,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,23,33,0.750,0.813,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,24,33,0.813,0.875,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,25,33,0.875,0.938,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,26,33,0.938,1.000,0.500,0.750,0,17,UI\UIP5\button03@
2790,1,0,27,33,0.000,0.063,0.750,1.000,0,17,UI\UIP5\button03@
2790,1,0,28,33,0.063,0.125,0.750,1.000,0,17,UI\UIP5\button03@
2790,1,0,29,33,0.125,0.188,0.750,1.000,0,17,UI\UIP5\button03@
2790,1,0,30,33,0.188,0.250,0.750,1.000,0,17,UI\UIP5\button03@
2791,0,0,0,10,0.313,0.375,0.250,0.500,0,17,UI\UIP5\button03@
2792,0,0,0,33,0.000,0.063,0.500,0.750,0,17,UI\UIP5\button04@
2793,1,0,0,33,0.250,0.313,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,1,33,0.313,0.375,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,2,33,0.375,0.438,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,3,33,0.438,0.500,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,4,33,0.500,0.563,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,5,33,0.563,0.625,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,6,33,0.625,0.688,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,7,33,0.688,0.750,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,8,33,0.750,0.813,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,9,33,0.813,0.875,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,10,33,0.875,0.938,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,11,33,0.938,1.000,0.750,1.000,0,17,UI\UIP5\button04@
2793,1,0,12,33,0.000,0.063,0.000,0.250,1,,
2793,1,0,13,33,0.063,0.125,0.000,0.250,1,,
2793,1,0,14,33,0.125,0.188,0.000,0.250,1,,
2794,1,0,0,33,0.188,0.250,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,1,33,0.250,0.313,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,2,33,0.313,0.375,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,3,33,0.375,0.438,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,4,33,0.438,0.500,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,5,33,0.500,0.563,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,6,33,0.563,0.625,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,7,33,0.625,0.688,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,8,33,0.688,0.750,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,9,33,0.750,0.813,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,10,33,0.813,0.875,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,11,33,0.875,0.938,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,12,33,0.938,1.000,0.000,0.250,0,17,UI\UIP5\button04@
2794,1,0,13,33,0.000,0.063,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,14,33,0.063,0.125,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,15,33,0.063,0.125,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,16,33,0.125,0.188,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,17,33,0.188,0.250,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,18,33,0.250,0.313,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,19,33,0.313,0.375,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,20,33,0.375,0.438,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,21,33,0.438,0.500,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,22,33,0.500,0.563,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,23,33,0.563,0.625,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,24,33,0.625,0.688,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,25,33,0.688,0.750,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,26,33,0.750,0.813,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,27,33,0.813,0.875,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,28,33,0.875,0.938,0.250,0.500,0,17,UI\UIP5\button04@
2794,1,0,29,33,0.938,1.000,0.250,0.500,0,17,UI\UIP5\button04@
2795,0,0,0,10,0.125,0.188,0.000,0.250,0,17,UI\UIP5\button04@
2796,1,0,0,33,0.813,0.875,0.000,0.250,0,17,UI\UIP5\button05@
2797,1,0,0,33,0.063,0.125,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,1,33,0.125,0.188,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,2,33,0.188,0.250,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,3,33,0.250,0.313,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,4,33,0.313,0.375,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,5,33,0.375,0.438,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,6,33,0.438,0.500,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,7,33,0.500,0.563,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,8,33,0.563,0.625,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,9,33,0.625,0.688,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,10,33,0.688,0.750,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,11,33,0.750,0.813,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,12,33,0.813,0.875,0.500,0.750,0,17,UI\UIP5\button04@
2797,1,0,13,33,0.875,0.938,0.500,0.750,1,,
2797,1,0,14,33,0.938,1.000,0.500,0.750,1,,
2798,1,0,0,33,0.000,0.063,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,1,33,0.063,0.125,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,2,33,0.125,0.188,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,3,33,0.188,0.250,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,4,33,0.250,0.313,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,5,33,0.313,0.375,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,6,33,0.375,0.438,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,7,33,0.438,0.500,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,8,33,0.500,0.563,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,9,33,0.563,0.625,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,10,33,0.625,0.688,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,11,33,0.688,0.750,0.750,1.000,0,17,UI\UIP5\button05@
2798,1,0,12,33,0.750,0.813,0.750,1.000,0,17,UI\UIP5\button05@
